Object ID,Is Public Domain,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Metadata Date,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
73626,True,1839,1892,1880,1880,2020-02-05,Asian Art,"新柳二十四時 午前十二時|Twenty-Four Hours at Shinbashi/Yanagibashi: 12 Noon. (Shinyanagi nijūyo-ji, gozen jūni-ji)",Japan,Artist,Tsukioka Yoshitoshi,Japanese,Polychrome woodblock print; ink and color on paper,Image: 10 x 14 5/8 in. (25.4 x 37.1 cm),Prints,Women|Flowers|Plants
73628,True,1839,1892,1878,1878,2020-02-05,Asian Art,"見立多以尽 - 洋行がしたい|Collection of Desires, Wish for Foreign Travel (Mitate Tai zukushi-yōkō ga shitai)",Japan,Artist,Tsukioka Yoshitoshi,Japanese,Polychrome woodblock print; ink and color on paper,Image: 14 1/2 x 9 7/8 in. (36.8 x 25.1 cm),Prints,Books|Women|Reading
73630,True,1839,1892,1800,1899,2020-02-05,Asian Art,真柴秀吉公名護屋陣先手諸将繰出之図|Hideyoshi and His Troops Leaving Nagoya Camp (Mashiba Hideyoshi kō nagoya jin saki te no shoshō kuridashi no zu),Japan,Artist,Tsukioka Yoshitoshi,Japanese,Triptych of polychrome woodblock prints; ink and color on paper,"Image (a): 13 7/8 x 9 3/4 in. (35.2 x 24.8 cm)
Image (b): 13 7/8 x 9 7/8 in. (35.2 x 25.1 cm)
Image (c): 13 7/8 x 9 7/8 in. (35.2 x 25.1 cm)",Prints,Soldiers|Flags|Processions
73632,True,1847,1915,1882,1882,2020-02-05,Asian Art,『万国衣装鑑』|Mirror of National Costumes of All Nations  (Bankoku ishō kagami),Japan,Artist,Kobayashi Kiyochika,Japanese,Triptych of polychrome woodblock prints; ink and color on paper,"Image (a): 14 x 9 1/4 in. (35.6 x 23.5 cm)
Image (b): 13 7/8 x 9 in. (35.2 x 22.9 cm)
Image (c): 14 x 9 1/2 in. (35.6 x 24.1 cm)",Prints,Men|Women
73645,True,1572,1641,1567,1599,2020-02-05,Asian Art,狩野宗秀画　玉室宗珀替　芦葉達磨図|Bodhidharma Crossing the Yangzi River on a Reed,Japan,Calligrapher|Artist,Gyokushitsu Sōhaku|Kano Sōshū,Japanese,Hanging scroll; ink on paper,"Image: 31 3/4 x 12 3/4 in. (80.6 x 32.4 cm)
Overall with mounting: 64 x 17 1/2 in. (162.6 x 44.5 cm)
Overall with knobs: 64 x 19 1/4 in. (162.6 x 48.9 cm)",Paintings,Men|Monks
73646,True,1643,1682,1667,1667,2020-02-05,Asian Art,清 高岑 擬古山水圖 冊 絹本|Landscapes in the styles of old masters,China,Artist,Gao Cen,Chinese,Album of ten leaves; ink and color on silk,Each leaf: 8 1/8 x 8 3/8 in. (20.5 x 21.3 cm),Paintings,Mountains|Landscapes|Trees
73657,False,1955,2014,1996,1996,2020-02-05,Asian Art,現代  于彭  回歸自然  軸|Returning to Nature through a Reclusive Life,China,Artist,Yu Peng,Chinese,Hanging scroll; ink and color on paper,"Image: 91 5/16 x 20 7/8 in. (231.9 x 53 cm)
Overall: 117 x 22 in. (297.2 x 55.9 cm)",Paintings,Men|Landscapes|Mountains
73669,True,1650,1707,1650,1707,2020-02-05,Asian Art,清  查昇  行書七律詩  軸|Poem,China,Calligrapher,Zha Sheng,Chinese,Hanging scroll; ink on silk,H. 63 1/4 in. (160.6 cm); W. 18 11/16 in. (47.5 cm),Calligraphy,Poetry
73677,False,1932,1983,1960,1985,2020-02-05,Asian Art,近藤豊作　桜壷|Vessel with Impressed Cherry Blossoms,Japan,Artist,Kondō Yutaka,Japanese,Stoneware with black and white glazes,H. 15 3/4 in. (40 in.); Diam. 8 3/4 in. (22.2 cm); Diam. of rim: 7 1/16 in. (18 cm); Diam. of foot: 5 13/16 in. (14.7 cm),Ceramics,Flowers
73778,False,1903,1982,1941,1941,2020-02-05,Asian Art,現代   王雪濤  竹石幽禽圖   軸|Mynah on a Branch,China,Artist,Wang Xuetao,Chinese,Hanging scroll; ink and color on paper,"Image: 35 x 13 1/2 in. (88.9 x 34.3 cm)
Overall: 69 x 19 in. (175.3 x 48.3 cm)
Overall with knobs: 69 x 22 in. (175.3 x 55.9 cm)",Paintings,Birds
73779,False,1864,1957,1947,1947,2020-02-05,Asian Art,近代  齊白石  公雞和雞冠花圖  軸|Rooster and Coxcomb,China,Artist,Qi Baishi,Chinese,Hanging scroll; ink and color on paper,"Image: 41 1/2 x 18 1/2 in. (105.4 x 47 cm)
Overall: 64 x 23 1/4 in. (162.6 x 59.1 cm)",Paintings,Roosters|Flowers
73780,False,1864,1957,1947,1947,2020-02-05,Asian Art,近代  齊白石  牡丹圖  軸|Peony,China,Artist,Qi Baishi,Chinese,Hanging scroll; ink and color on paper,"Image: 26 1/2 x 13 1/4 in. (67.3 x 33.7 cm)
Overall: 40 x 17 in. (101.6 x 43.2 cm)",Paintings,Peonies|Leaves
73781,False,1864,1957,1947,1947,2020-02-05,Asian Art,近代  齊白石  五蝦圖  軸|Five Shrimp,China,Artist,Qi Baishi,Chinese,Hanging scroll; ink and color on paper,"Image: 27 x 13 1/2 in. (68.6 x 34.3 cm)
Overall: 40 1/2 x 17 3/4 in. (102.9 x 45.1 cm)",Paintings,Animals
73782,False,1864,1957,1947,1947,2020-02-05,Asian Art,"近代  齊白石  草蟲圖  軸|Begonias, Butterfly and Grasshopper",China,Artist,Qi Baishi,Chinese,Hanging scroll; ink and color on paper,"Image: 27 1/4 x 13 in. (69.2 x 33 cm)
Overall: 40 3/4 x 18 in. (103.5 x 45.7 cm)",Paintings,Birds|Insects|Butterflies
73783,False,1864,1957,1864,1957,2020-02-05,Asian Art,近代  齊白石  秋色圖  軸|Begonias and a Bird on a Rock,China,Artist,Qi Baishi,Chinese,Hanging scroll; ink and color on paper,"Image: 36 x 16 3/4 in. (91.4 x 42.5 cm)
Overall with mounting: 66 × 21 in. (167.6 × 53.3 cm)
Overall with knobs: 66 x 24 1/4 in. (167.6 x 61.6 cm)",Paintings,Birds|Flowers
74644,False,1909,1976,1961,1961,2020-02-05,Asian Art,"現代（1961年）  徐素白製竹雕留青花鳥筆筒|Brush holder with gardenia, butterfly, and dragonfly",China,Artist,Xu Subai,Chinese,Bamboo,H. 4 5/16 in. (11 cm.); Diam. 2 3/8 in. (6.1 cm),Bamboo,Butterflies|Dragonflies
74818,True,1634,1725,1698,1698,2020-02-05,Asian Art,清   高簡   説詩圖   卷|Discourse on Poetry,China,Artist,Gao Jian,Chinese,Handscroll; ink on paper,Image: 13 11/16 x 35 7/16 in. (34.8 x 90 cm),Paintings,Gardens|Landscapes
75250,True,1487,1567,1560,1560,2020-02-05,Asian Art,明      謝時臣      四時佳興圖      軸 四幅|Landscapes of the Four Seasons,China,Artist,Xie Shichen,Chinese,Set of four hanging scrolls; ink and color on paper,"Image (a): 126 3/8 x 37 in. (321 x 94 cm)
Image (b): 127 1/4 x 36 7/8 in. (323.2 x 93.7 cm)
Image (c): 126 3/4 x 36 7/8 in. (321.9 x 93.7 cm)
Image (d): 126 7/8 x 36 7/8 in. (322.3 x 93.7 cm)
Overall with mounting (b): 141 3/4 x 42 3/8 in. (360 x 107.6 cm)",Paintings,Houses|Horse Riding|Landscapes|Trees|Boats
75299,True,1828,1888,1857,1857,2020-02-05,Asian Art,大坂下り早竹虎吉|The Plum Blossom that Flew on Lightning from Chikushino,Japan,Artist,Utagawa Yoshiharu,Japanese,Polychrome woodblock print; ink and color on paper,14 1/4 x 9 5/8 in. (36.2 x 24.4 cm),Prints,Men|Lightning
75300,True,1828,1888,1857,1857,2020-02-05,Asian Art,大坂下り早竹虎吉|Hayatake Torakichi from Osaka,Japan,Artist,Utagawa Yoshiharu,Japanese,Polychrome woodblock print; ink and color on paper,14 1/4 x 10 in. (36.2 x 25.4 cm),Prints,Performance|Fans|Men|Acrobats
75301,True,1828,1888,1857,1857,2020-02-05,Asian Art,大坂下り早竹虎吉|Hayatake Torakichi from Osaka: Spinning Tops in Ryogoku,Japan,Artist,Utagawa Yoshiharu,Japanese,Polychrome woodblock print; ink and color on paper,14 1/4 x 10 1/8 in. (36.2 x 25.7 cm),Prints,Acrobats|Toys|Men
75302,True,1823,1880,1857,1857,2020-02-05,Asian Art,大坂下り早竹虎吉|Hayatake Torakichi from Osaka: Performance in Ryōgoku,Japan,Artist,Utagawa Kunisada II,Japanese,Polychrome woodblock print; ink and color on paper,14 1/2 x 10 in. (36.8 x 25.4 cm),Prints,Performance|Swords|Men|Flowers
75619,False,1910,1997,1910,1997,2020-02-05,Asian Art,"現代   謝稚柳   杭州西湖畫稿   冊頁|West Lake, Hangzhou",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Lakes|Mountains|Landscapes
75620,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Landscapes
75621,False,1910,1997,1910,1997,2020-02-05,Asian Art,"現代   謝稚柳   西湖小瀛洲畫稿   冊頁|West Lake, Hangzhou: Little Isle of the Immortals",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Lakes|Mountains|Landscapes|Trees
75622,False,1910,1997,1910,1997,2020-02-05,Asian Art,"現代   謝稚柳   西湖舟楫保俶塔畫稿   冊頁|West Lake, Hangzhou: Boats and the Baoshu Pagoda",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Boats|Lakes
75623,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   葉片畫稿   冊頁|Leaf Studies,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Leaves
75624,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Flowers|Landscapes|Leaves
75625,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Towers|Bridges|Boats
75626,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   建築鳶尾畫稿   冊頁|Architecture and Irises,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Architecture|Flowers
75627,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   鳶尾畫稿   冊頁|Irises,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Plants
75629,False,1910,1997,1910,1997,2020-02-05,Asian Art,"現代   謝稚柳   杭州西湖建築畫稿   冊頁|West Lake, Hangzhou: Architecture",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Architecture
75630,False,1910,1997,1910,1997,2020-02-05,Asian Art,現代   謝稚柳   杭州山水畫稿   冊頁|Hangzhou Scenery,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Mountains|Boats
75631,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   江景畫稿   冊頁|Riverscapes,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Rivers|Mountains|Landscapes|Trees|Boats
75634,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   山水畫稿   冊頁|Landscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Mountains|Landscapes
75635,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   山水畫稿   冊頁|Landscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Hills|Landscapes|Trees
75636,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   寺景畫稿  冊頁|Promontory with Temple,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Temples|Trees
75637,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   山水畫稿   冊頁|Landscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Mountains|Landscapes
75638,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Landscapes
75639,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Landscapes
75640,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,nonrepresentational art
75643,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   竹圖   冊頁|Bamboo,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Bamboo
75644,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   竹圖  冊頁|Bamboo,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Bamboo
75647,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   江景畫稿   冊頁|Riverscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Rivers|Mountains|Trees|Boats
75650,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   自畫像   冊頁|Studies for a Self-Portrait,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Men|Self-portraits
75651,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   爛鼻頭大隊長像   冊頁|Sketch of a Child,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and charcoal on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Children
75652,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   小蒼蘭畫稿   冊頁|Freesia,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Flowers|Plants
75654,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   三色堇畫稿   冊頁|Pansy,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Flowers|Leaves
75657,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   江景畫稿   冊頁|Riverscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Rivers|Mountains
75680,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳  山水畫稿   冊頁|Landscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Mountains|Landscapes
75681,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   山水畫稿   冊頁|Landscape,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Landscapes|Boats
75682,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   舟楫畫稿   冊頁|Boats,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Boats
75683,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Mountains|Landscapes|Boats
75685,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   桐君山天目溪畫稿   冊頁|Mount Tongjun and the Tianmu Stream,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Rivers|Mountains|Boats
75691,False,1910,1997,1910,1997,2020-02-05,Asian Art,"現代   謝稚柳   西湖小瀛洲畫稿   冊頁|West Lake, Hangzhou: Little Isle of the Immortals",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Trees
75696,False,1910,1997,1930,1939,2020-02-05,Asian Art,"現代   謝稚柳   西湖小瀛洲畫稿   冊頁|West Lake, Hangzhou: Little Isle of the Immortals",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Bridges|Lakes|Trees
75700,False,1910,1997,1930,1939,2020-02-05,Asian Art,"現代   謝稚柳   西湖小瀛洲畫稿   冊頁|West Lake, Hangzhou: Little Isle of the Immortals",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Bridges|Trees|Boats
75702,False,1910,1997,1910,1997,2020-02-05,Asian Art,"現代   謝稚柳   西湖三潭印月畫稿   冊頁|West Lake, Hangzhou: View toward the Little Isle of the Immortals",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Hills|Landscapes|Trees
75704,False,1910,1997,1930,1939,2020-02-05,Asian Art,"現代   謝稚柳   西湖淨慈寺畫稿   冊頁|West Lake, Hangzhou: Jingci Temple",China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Temples|Mountains|Landscapes|Trees
75705,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   蘭圖   冊頁|Orchids,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Orchids
75707,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   杜鵑畫稿   冊頁|Rhododendrons,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Flowers|Leaves
75709,False,1910,1997,1930,1939,2020-02-05,Asian Art,現代   謝稚柳   舟楫人物畫稿   冊頁|Boats and Figures,China,Artist,Xie Zhiliu,Chinese,Sheet from a sketchbook; pencil and ink on paper,"Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Boats|Human Figures
75713,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Houses|Trees|Boats
75714,False,1910,1997,1910,1997,2020-02-05,Asian Art,"山水花卉寫生稿|Flower, Plant and Landscape Sketches from Life",China,Artist,Xie Zhiliu,Chinese,"One bound, navy fabric-covered volume; ink, pencil on paper","Overall (sketchbook closed): 9 3/16 x 13 x 3/4 in. (23.3 x 33 x 1.9 cm)
Page (each): 8 11/16 x 12 7/8 in. (22.1 x 32.7 cm)",Paintings,Leaves|Boats
75745,True,1613,1696,1684,1684,2020-02-05,Asian Art,清 法若真 雲山圖軸|Cloudy Mountains,China,Artist,Fa Ruozhen,Chinese,"Hanging scroll, ink and color on silk",54 1/8 x 27 3/8 in. (137.5 x 69.5 cm),Paintings,Mountains|Trees|Clouds
75746,True,1807,1891,1850,1900,2020-02-05,Asian Art,明治時代　柴田是真　果蔬蒔絵重箱|Tiered Food Box with Summer and Autumn Fruits,Japan,Artist,Shibata Zeshin,Japanese,"Brown lacquer with gold, silver, and colored lacquer maki-e


",H. 16 1/8 in. (41 cm); W. 9 in. (22.9 cm); D. 9 5/8 in. (24.4 cm),Lacquer,Fruit|Leaves
76456,False,1944,2018,1986,1986,2020-02-20,Asian Art,當代    李華生   出峽圖   軸|Coming Through the Gorges,China,Artist,Li Huasheng,Chinese,Hanging scroll; ink on paper,"Image: 20 1/4 x 38 3/4 in. (51.4 x 98.4 cm)
Overall with mounting: 74 3/4 x 40 3/16 in. (189.9 x 102.1 cm)
Overall with knobs: 74 3/4 x 43 1/2 in. (189.9 x 110.5 cm)",Paintings,Scrolls
