Object ID,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
56137,Asian Art,"雪月花　淀川|Moonlight on the Yodo River (Yodogawa), from the series Snow, Moon, and Flowers (Setsugekka)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),Prints,Rivers|Moon|Trees|Boats|Human Figures
56138,Asian Art,"雪月花　吉野|Cherry Blossoms at Yoshino (Yoshino), from the series Snow, Moon, and Flowers (Setsugekka)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 5/8 in. (25.1 x 37.1 cm),Prints,Trees|Men|Horses
56139,Asian Art,"諸國瀧廻リ　下野黒髪山 きりふりの滝|Kirifuri Waterfall at Kurokami Mountain in Shimotsuke (Shimotsuke Kurokamiyama Kirifuri no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 5/16 in. (37.1 x 26.2 cm),Prints,Waterfalls|Mountains|Trees|Human Figures
56140,Asian Art,"諸國瀧廻リ　木曾海道小野ノ瀑布|Ono Waterfall on the Kisokaidō (Kisokaidō Ono no bakufu), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 3/4 x 10 1/4 in. (37.5 x 26 cm),Prints,Bridges|Waterfalls|Streams
56141,Asian Art,"諸國瀧廻リ　東海道坂ノ下 清瀧くわんおん|Kiyotaki Kannon Waterfall at Sakanoshita on the Tōkaidō (Tōkaidō Sakanoshita Kiyotaki kannon), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),Prints,Tea Houses|Waterfalls
56142,Asian Art,"諸國瀧廻リ　和州吉野義経馬洗滝|The Waterfall Where Yoshitsune Washed His Horse at Yoshino in Yamato Province (Washū Yoshino Yoshitsune uma arai no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),Prints,Men|Horses|Waterfalls|Washing
56143,Asian Art,"諸國瀧廻リ　木曽路ノ奥 阿彌陀ヶ瀧|The Amida Falls in the Far Reaches of the Kisokaidō Road (Kisoji no oku Amida-ga-taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,Image: 14 3/4 x 10 1/4 in. (37.5 x 26 cm),Prints,Men|Waterfalls|Mountains|Trees
56144,Asian Art,"諸國瀧廻　東都葵ヶ岡の瀧|The Falls at Aoigaoka in the Eastern Capital (Tōto Aoigaoka no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),Prints,Houses|Men|Waterfalls|Trees
56145,Asian Art,"諸國瀧廻リ　相州大山ろうべんの瀧|Rōben Waterfall at Ōyama in Sagami Province (Sōshū Ōyama Rōben no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 1/2 x 10 in. (36.8 x 25.4 cm),Prints,Men|Waterfalls|Trees
56146,Asian Art,"諸國瀧廻リ　美濃ノ国養老の滝|Yōrō Waterfall in Mino Province (Mino no Yōrō no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,14 5/8 x 10 1/4 in. (37.1 x 26 cm),Prints,Waterfalls|Trees
56147,Asian Art,"百人一首　宇波か縁説　参儀等|Poem by Sangi Hitoshi (Minamoto no Hitoshi), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 1/4 in. (25.1 x 36.2 cm),Prints,Men|Landscapes
56148,Asian Art,"百人一首　乳母かゑとき　柿の本人麿|Poem by Kakinomoto Hitomaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/8 x 14 5/8 in. (25.7 x 37.1 cm),Prints,Mountains|Landscapes|Human Figures
56149,Asian Art,"百人一首　乳母か縁説　中納言家持|Poem by Chūnagon Yakamochi (Ōtomo no Yakamochi), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),Prints,Boats
56150,Asian Art,"百人一首　うはかゑとき　源宗于朝臣|Poem by Minamoto no Muneyuki Ason, from the series One Hundred poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 3/8 in. (24.4 x 36.5 cm),Prints,Trees|Human Figures
56151,Asian Art,"百人一首　宇波か縁説　藤原道信朝臣|Poem by Fujiwara no Michinobu Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 3/8 x 14 7/8 in. (26.4 x 37.8 cm),Prints,Poetry|Men
56157,Asian Art,"百人一首　宇波か縁説　権中納言定家|Poem by Gon-Chūnagon Sadaie, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 in. (26 x 38.1 cm),Prints,Men|Women|Fires|Working
56171,Asian Art,"百人一首　うはかゑとき　文屋朝康|Poem by Funya no Asayasu, from the series One Hundred Poems Explained by a Nurse (Hyakunin isshu ubaga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),Prints,Lotuses|Women|Boats
56175,Asian Art,"百人一首　宇波かゑとき　安部仲麿|Poem by Abe no Nakamaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 3/8 x 14 7/8 in. (26.4 x 37.8 cm),Prints,Moon|Landscapes|Boats|Human Figures
56177,Asian Art,市川団十郎|The Actor Ichikawa Danjuro I 1660–1704,Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,H. 12 in. (30.5 cm); W. 5 3/4 in. (14.6 cm),Prints,Men|Actors
56184,Asian Art,東都名所　芝増上寺雪中ノ図|Zojoji Temple at Shiba in Snow,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 10 in. (25.4 cm); W. 14 3/4 in. (37.5 cm),Prints,Temples|Trees|Human Figures
56186,Asian Art,七日夜|Wave,Japan,Artist,Katsushika Hokusai,Japanese,Monochrome woodblock print; ink on paper,H. 14 11/16 in. (37.3 cm); W. 10 11/16 in. (27.1 cm),Prints,Waves
56188,Asian Art,近江八景之内　唐崎夜雨|Evening Rain on the Karasaki Pine,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 10 1/4 in. (26 cm); W. 15 in. (38.1 cm),Prints,Trees|Evening|Rain
56191,Asian Art,近江八景之内　瀬田夕照|Sunset at Seta,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 8 15/16 in. (22.7 cm); W. 13 7/8 in. (35.2 cm),Prints,Bridges|Mountains|Landscapes|Boats
56196,Asian Art,"東海道五十三次　池鯉鮒　首夏馬市|Chiriu, Station No. 40",Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 9 in. (22.9 cm); W. 13 7/8 in. (35.2 cm),Prints,Horses|Trees|Human Figures
56202,Asian Art,"諸國名橋奇覧　摂洲阿治川口天保山|Tenpōzan at the Mouth of the Aji River in Settsu Province (Sesshū Ajikawaguchi Tenpōzan), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/8 in. (26 x 38.4 cm),Prints,Landscapes|Bridges|Mountains|Boats
56210,Asian Art,"諸國名橋奇覧  ゑちぜんふくゐの橋|Fukui Bridge in Echizen Province (Echizen Fukui no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 1/8 in. (25.7 x 38.4 cm),Prints,Bridges|Men|Horses|Landscapes
56212,Asian Art,"冨嶽三十六景　駿州大野新田|The New Fields at Ōno in Suruga Province (Sunshū Ōno shinden), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 x 14 3/4 in. (25.4 x 37.5 cm),Prints,Ox|Men|Mountains
56213,Asian Art,"冨嶽三十六景　駿州片倉茶園の不二|Fuji from the Katakura Tea Fields in Suruga (Sunshū Katakura chaen no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 3/4 in. (24.4 x 37.5 cm),Prints,Houses|Men|Women|Mountains|Landscapes
56214,Asian Art,"冨嶽三十六景　尾州不二見原|Fujimigahara in Owari Province (Bishū Fujimigahara), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/16 x 14 7/8 in. (25.6 x 37.8 cm),Prints,Men|Mountains|Trees|Working
56215,Asian Art,"冨嶽三十六景　礫川雪の旦|Morning after the Snow at Koishikawa in Edo (Koishikawa yuki no ashita), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/8 x 15 in. (25.7 x 38.1 cm),Prints,Tea Houses|Mountains|Snow
56216,Asian Art,"冨嶽三十六景　登戸浦|Noboto Bay (Noboto no ura), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),Prints,Gates|Men|Landscapes
56217,Asian Art,"冨嶽三十六景　身延川裏不二|View from the Other Side of Fuji from the Minobu River (Minobugawa ura Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 x 14 5/8 in. (25.4 x 37.1 cm),Prints,Men|Horses|Rivers|Mountains|Trees
56229,Asian Art,"冨嶽三十六景　山下白雨|Storm below Mount Fuji (Sanka no haku u), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 x 14 3/4 in. (25.4 x 37.5 cm),Prints,Volcanoes
56235,Asian Art,"冨嶽三十六景　諸人登山|Groups of Mountain Climbers (Shojin tozan), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 1/2 x 14 5/8 in. (24.1 x 37.1 cm),Prints,Men|Mountains
56238,Asian Art,"冨嶽三十六景　上総の海路|At Sea off Kazusa (Kazusa no kairo), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 1/2 x 14 7/8 in. (24.1 x 37.8 cm),Prints,Boats
56239,Asian Art,"冨嶽三十六景　常州牛掘|Ushibori in Hitachi Province (Jōshū Ushibori), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 14 7/8 in. (26 x 37.8 cm),Prints,Mountains|Birds|Boats|Human Figures
56240,Asian Art,"冨嶽三十六景　信州諏訪湖|Lake Suwa in Shinano Province (Shinshū Suwako), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/8 in. (26 x 38.4 cm),Prints,Houses|Lakes|Landscapes|Trees|Boats
56241,Asian Art,"冨嶽三十六景　遠江山中|In the Mountains of Tōtomi Province (Tōtomi sanchū), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 3/8 x 15 1/4 in. (26.4 x 38.7 cm),Prints,Mountains|Working|Human Figures
56242,Asian Art,"冨嶽三十六景　隠田の水車|The Waterwheel at Onden (Onden no suisha), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/4 in. (26 x 38.7 cm),Prints,Watermills|Working|Human Figures
56258,Asian Art,"東海道五十三次　関　本陣早立|Seki, Stations No. 48",Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 7/16 in. (24.8 x 36.7cm),Prints,Tea Houses|Men
56259,Asian Art,"東海道五十三次　見附　天竜川図|Mitsuke; Tenryugawa Ferry, Station No. 29",Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,8 7/8 x 13 11/16 in. (22.5 x 34.8cm),Prints,Boats|Human Figures
56293,Asian Art,"木曽海道六拾九次之内　長久保|Nagakubo, Station No. 28",Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 8 5/8 in. (21.9 cm); W. 13 1/8 in. (33.3 cm),Prints,Horses|Bridges|Trees|Human Figures
56294,Asian Art,"本朝名所　相州江ノ嶋岩屋之図|Sōshū, Enoshima Iwaya no Zu",Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 8 7/8 in. (22.5 cm); W. 14 in. (35.6 cm),Prints,Caves|Landscapes|Trees|Boats
56346,Asian Art,"冨嶽三十六景　甲州三島越|Mishima Pass in Kai Province (Kōshū Mishima goe), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 7/8 in. (24.4 x 37.8 cm),Prints,Volcanoes|Mountains|Trees|Human Figures
56349,Asian Art,"冨嶽三十六景　甲州伊沢暁|Dawn at Isawa in Kai Province (Kōshū Isawa no akatsuki), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 5/8 in. (25.1 x 37.1 cm),Prints,Houses|Horse Riding|Rivers|Volcanoes|Dawn
56353,Asian Art,"葛飾北斎画　冨嶽三十六景　神奈川沖浪裏|Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),Prints,Volcanoes|Waves|Boats
56357,Asian Art,"冨嶽三十六景　東海道保土ケ谷|Hodogaya on the Tōkaidō (Tōkaidō Hodogaya), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 7/8 in. (24.4 x 37.8 cm),Prints,Men|Horse Riding|Horses|Volcanoes|Trees
56360,Asian Art,"冨嶽三十六景　東海道吉田|Yoshida on the Tōkaidō (Tōkaidō Yoshida), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 3/8 x 15 1/8 in. (26.4 x 38.4 cm),Prints,Tea Houses|Men|Women
56365,Asian Art,"葛飾北斎画　冨嶽三十六景　 東海道金谷の不二|Fuji Seen from Kanaya on the Tōkaidō (Tōkaidō Kanaya no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print,10 1/4 x 15 1/4 in. (26 x 38.7 cm),Prints,Waves|Mountains|Human Figures
56373,Asian Art,"冨嶽三十六景　東海道江尻田子の浦略図|Tago Bay near Ejiri on the Tōkaidō (Tōkaidō Ejiri Tago no ura ryaku zu), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/4 in. (24.8 x 37.5 cm),Prints,Rivers|Volcanoes|Waves|Boats|Human Figures
56376,Asian Art,"冨嶽三十六景　相州江の島|Enoshima in Sagami Province (Sōshū Enoshima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 3/4 in. (25.1 x 37.5 cm),Prints,Buildings|Landscapes|Mountains|Boats
56384,Asian Art,"冨嶽三十六景　相州仲原|Nakahara in Sagami Province (Sōshū Nakahara), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 x 15 in. (25.4 x 38.1 cm),Prints,Bridges|Men|Mountains|Working
56385,Asian Art,"冨嶽三十六景　相州箱根湖水|The Lake at Hakone in Sagami Province (Sōshū Hakone kosui), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 7/8 in. (24.8 x 37.8 cm),Prints,Lakes|Mountains|Landscapes|Trees
56386,Asian Art,"冨嶽三十六景　本所立川|Tatekawa in Honjō (Honjō Tatekawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/16 x 15 in. (25.6 x 38.1 cm),Prints,Buildings|Men|Working
56387,Asian Art,"冨嶽三十六景　深川万年橋下|Under the Mannen Bridge at Fukagawa (Fukagawa Mannenbashi shita), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 x 14 3/8 in. (25.4 x 36.5 cm),Prints,Fishing|Rivers|Bridges|Boats
56388,Asian Art,"冨嶽三十六景　青山円座松|Cushion Pine at Aoyama (Aoyama enza no matsu), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 3/4 in. (24.4 x 37.5 cm),Prints,Men|Mountains|Trees
56389,Asian Art,"冨嶽三十六景　下目黒|Lower Meguro (Shimo Meguro), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/4 in. (26 x 38.7 cm),Prints,Men|Mountains|Landscapes|Trees
56390,Asian Art,"冨嶽三十六景　武州千住|Senju in Musashi Province (Bushū Senju), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 5/8 x 15 in. (24.4 x 38.1 cm),Prints,Men|Rivers|Fishing|Horses
56391,Asian Art,"冨嶽三十六景　従千住花街眺望の不二|Fuji Seen in the Distance from Senju Pleasure Quarter (Senju kagai yori chōbō no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 1/4 x 15 1/4 in. (26 x 38.7 cm),Prints,Mountains|Processions|Men
56392,Asian Art,"葛飾北斎画　冨嶽三十六景　武州玉川|Tama River in Musashi Province (Bushū Tamagawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),Prints,Horses|Rivers|Mountains|Boats|Human Figures
56393,Asian Art,"冨嶽三十六景　東海道品川御殿山の不二|Fuji from Gotenyama at Shinagawa on the Tōkaidō (Tōkaidō Shinagawa Gotenyama no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 7/8 in. (25.1 x 37.8 cm),Prints,Mountains|Landscapes|Trees
56394,Asian Art,"冨嶽三十六景　江戸日本橋|Nihonbashi in Edo (Edo Nihonbashi), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 3/4 in. (25.1 x 37.5 cm),Prints,Houses|Canals|Mountains|Boats|Human Figures
56395,Asian Art,"冨嶽三十六景　東都駿台|Surugadai in Edo (Tōto Sundai), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/4 in. (24.8 x 37.5 cm),Prints,Houses|Men|Landscapes|Trees
56396,Asian Art,"冨嶽三十六景　東都浅草本願寺|Honganji at Asakusa in Edo (Tōto Asakusa Honganji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Artist,Katsushika Hokusai,Japanese,Polychrome woodblock print; ink and color on paper,10 x 15 in. (25.4 x 38.1 cm),Prints,Temples|Mountains
56411,Asian Art,Karasaki ya'u|近江八景　唐崎夜雨|Pine Tree at Karasaki,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,14 3/4 x 10 in. (37.5 x 25.4 cm),Prints,Landscapes|Mountains|Rain
56417,Asian Art,井手の玉川|Jewel River at Ide (Ide no Tamagawa),Japan,Artist,Suzuki Harunobu,Japanese,Polychrome woodblock print; ink and color on paper,"10 3/4 x 7 7/16 in. (27.3 x 18.9 cm)
medium-size print (chu-ban)",Prints,Women|Rivers
56418,Asian Art,"六玉川　「千鳥の玉川　陸奥名所」|“The Jewel River of Plovers, a Famous Place in Mutsu Province,” from the series Six Jewel Rivers (Mu Tamagawa: Chidori no Tamagawa, Mutsu meisho)",Japan,Artist,Suzuki Harunobu,Japanese,Polychrome woodblock print; ink and color on paper,10 13/16 x 7 13/16 in. (27.5 x 19.8 cm),Prints,Birds|Children|Women|Rivers
56419,Asian Art,Kōromō Uchi Tamagawa|Fulling Cloth at the Jewel River (Kinuta no Tamagawa),Japan,Artist,Suzuki Harunobu,Japanese,Polychrome woodblock print; ink and color on paper,"10 3/4 x 7 7/8 in. (27.3 x 20 cm)
medium-size print (chu-ban)",Prints,Women|Working
56422,Asian Art,鈴木春信画　覗き絡繰り・「高野の玉川　弘法大師」|A Teenage Boy and Girl with a Viewer for an Optique Picture (Nozoki-karakuri); Kōbō Daishi’s Poem on the Jewel River of Kōya (Kōya no Tamagawa: Kōbō Daishi),Japan,Artist,Suzuki Harunobu,Japanese,Polychrome woodblock print; ink and color on paper,10 3/4 x 7 3/4 in. (27.3 x 19.7 cm),Prints,Boys|Girls|Trees|Mirrors
56495,Asian Art,Atagoshita Yabu-Kōji|東都名所　芝赤羽根之雪|Winter Landscape,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 1/2 in. (24.8 x 36.8 cm),Prints,Bridges|Landscapes|Winter|Snow|Human Figures
56496,Asian Art,東都司馬八景　高輪帰帆|River View at Takanawa,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,9 x 14 in. (22.9 x 35.6 cm),Prints,Horse Riding|Rivers|Boats|Human Figures
56514,Asian Art,"本朝名所　相州七里ヶ浜|Seven-ri Beach, Province of Soshu",Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 9 1/8 in. (23.2 cm); W. 14 1/16 in. (35.7 cm),Prints,Landscapes|Waves
56515,Asian Art,東都名所　猿若町芝居の図|Picture of the Theatres in Sakai Cho,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 8 15/16 in. (22.7 cm); W. 13 5/8 in. (34.6 cm),Prints,Roads|Men|Women|Crowd
56516,Asian Art,東都名所　真崎雪晴ノ図|Clearing Weather after Snow at Massaki,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 9 7/8 in. (25.1 cm); W. 13 7/16 in. (34.1 cm),Prints,Trees|Snow|Boats
56517,Asian Art,京都名所之内　糺川原之夕立|Tea-houses on the Bank of the Tadasu River in a Shower,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 8 1/2 in. (21.6 cm); W. 13 11/16 in. (34.8 cm),Prints,Bridges|Men|Women|Rain
56518,Asian Art,京都名所之内　あらし山満花|Arashiyama Manka,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 8 3/4 in. (22.2 cm); W. 14 in. (35.6 cm),Prints,Rivers|Trees|Boats
56519,Asian Art,江戸近郊八景之内　玉川秋月|Autumn Moon on the Tama River,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 9 3/8 in. (23.8 cm); W. 14 5/16 in. (36.4 cm),Prints,Rivers|Moon|Trees|Boats
56520,Asian Art,東都名所　佃島海辺朧月|Tsukudajima no Oborozuki,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 14 3/8 in. (36.5 cm); W. 4 15/16 in. (12.5 cm),Prints,Boats
56521,Asian Art,江戸十二景　隅田川|Gotenyama-no Hana,Japan,Artist,Utagawa Hiroshige,Japanese,Polychrome woodblock print; ink and color on paper,H. 4 7/16 in. (11.3 cm); W. 6 5/8 in. (16.8 cm),Prints,Mountains|Landscapes|Human Figures
56523,Asian Art,江戸時代 琳派　梅蒔絵螺鈿香合|Incense Box with Flowering Plum Tree,Japan,Artist,Ogata Kōrin,Japanese,"Gold lacquer with gold hiramaki-e, black lacquer, and mother-of-pearl inlay
",H. 1 1/2 in. (3.8 cm); W. 2 1/4 in. (5.7 cm); L. 2 1/4 in. (5.7 cm),Lacquer,Fruit|Flowers|Trees
